0.76,-2.43504,0.342094
0.76,-0.15808,0.359284
0.7597,-0.160159,0.359386
0.7596,-0.163777,0.359413
0.7595,-0.166795,0.359445
0.7594,-0.169813,0.359477
0.7592,-0.17251,0.359542
0.759,-0.175506,0.359606
0.7587,-0.17818,0.359703
0.7584,-0.181154,0.359798
0.758,-0.183806,0.359927
0.7572,-0.185475,0.360189
0.7567,-0.189302,0.360341
0.7561,-0.191906,0.360533
0.7555,-0.194808,0.360723
0.7549,-0.197708,0.360913
0.7542,-0.200284,0.361137
0.7534,-0.202838,0.361393
0.7526,-0.205688,0.361646
0.7517,-0.208215,0.361934
0.7508,-0.211038,0.362219
0.7488,-0.210334,0.362877
0.7477,-0.215804,0.363205
0.7465,-0.21825,0.363587
0.7453,-0.220992,0.363968
0.744,-0.223408,0.364382
0.7426,-0.225798,0.364827
0.7411,-0.228162,0.365305
0.7396,-0.230821,0.36578
0.738,-0.233153,0.366289
0.7345,-0.229691,0.36744
0.7327,-0.237362,0.367972
0.7308,-0.239605,0.368576
0.7287,-0.2415,0.369246
0.7266,-0.243986,0.369911
0.7243,-0.245823,0.370644
0.722,-0.248251,0.371372
0.717,-0.242019,0.373017
0.7143,-0.251236,0.37382
0.7116,-0.253543,0.374675
0.7087,-0.255198,0.375598
0.7057,-0.25712,0.376551
0.7026,-0.259011,0.377535
0.6994,-0.260868,0.378551
0.696,-0.262372,0.379632
0.6925,-0.264142,0.380743
0.6888,-0.265558,0.381919
0.685,-0.267238,0.383125
0.6811,-0.268882,0.384363
0.677,-0.27017,0.385666
0.6684,-0.257624,0.388492
0.6638,-0.271359,0.389858
0.6592,-0.273076,0.391315
0.6544,-0.274133,0.39284
0.6442,-0.25847,0.396193
0.6389,-0.274666,0.39776
0.6334,-0.275499,0.399507
0.6277,-0.27627,0.401317
0.6218,-0.276977,0.40319
0.6095,-0.257755,0.407231
0.603,-0.276267,0.409158
0.5964,-0.277033,0.411251
0.5896,-0.277431,0.413409
0.5825,-0.277441,0.415665
0.5752,-0.277682,0.417981
0.5677,-0.277853,0.420361
0.56,-0.277953,0.422805
0.552,-0.277661,0.425345
0.5438,-0.277596,0.427947
0.5266,-0.249262,0.433598
0.5176,-0.274133,0.436264
0.5085,-0.274047,0.439148
0.4991,-0.273263,0.442132
0.4794,-0.240341,0.448605
0.4692,-0.268678,0.451621
0.4588,-0.267833,0.454919
0.4481,-0.266585,0.458315
0.4371,-0.265234,0.461806
0.4258,-0.263777,0.465392
0.4141,-0.261893,0.469106
0.3899,-0.221113,0.477054
0.3774,-0.255222,0.480748
0.3646,-0.253221,0.484809
0.3516,-0.251427,0.488931
0.3382,-0.2489,0.493185
0.3114,-0.204586,0.501976
0.2982,-0.243938,0.505849
0.2857,-0.244681,0.509793
0.2739,-0.245517,0.513514
0.2546,-0.220175,0.519797
0.2486,-0.25987,0.521396
0.2317,-0.224716,0.526996
0.2176,-0.231167,0.531398
0.1818,-0.159634,0.543228
0.1644,-0.212012,0.548323
0.1477,-0.211362,0.553597
0.1313,-0.209508,0.558784
0.099,-0.155744,0.569374
0.0831,-0.202096,0.574039
0.0674,-0.199826,0.579007
0.0516,-0.196572,0.584014
0.0357,-0.193235,0.589052
0.0195,-0.189173,0.59419
0.0029,-0.184664,0.599457
-0.0314,-0.124579,0.58941
-0.0491,-0.170642,0.584048
-0.067,-0.166194,0.578374
-0.0852,-0.161314,0.572603
-0.1039,-0.155658,0.566669
-0.1227,-0.151107,0.560712
-0.1614,-0.0830216,0.548004
-0.1813,-0.134716,0.542127
-0.2014,-0.129291,0.535756
-0.2213,-0.125026,0.529457
-0.2416,-0.118799,0.523019
-0.2628,-0.110808,0.516284
-0.2834,-0.107354,0.509772
-0.3049,-0.0991348,0.502942
-0.3266,-0.0928884,0.496065
-0.3481,-0.087796,0.48926
-0.3703,-0.0797748,0.482212
-0.4151,-0.0013544,0.467512
-0.4381,-0.060402,0.46072
-0.4604,-0.0562004,0.453673
-0.4834,-0.0475668,0.446372
-0.5292,0.03211,0.43135
-0.5521,-0.0298016,0.424615
-0.575,-0.0229216,0.417362
-0.5979,-0.01595,0.410109
-0.6211,-0.0079256,0.402754
-0.644,-0.0016696,0.395507
-0.6671,0.0062188,0.388186
-0.7135,0.0882528,0.372963
-0.7363,0.024958,0.366275
-0.759,0.032234,0.359088
-0.7814,0.0389396,0.352
-0.804,0.0472756,0.344837
-0.826,0.0531796,0.337883
-0.8483,0.0619328,0.330813
-0.8921,0.138761,0.316454
-0.9134,0.0791748,0.310216
-0.9344,0.0862124,0.303572
-0.9548,0.0923116,0.297124
-0.9754,0.100933,0.290595
-0.9952,0.106474,0.284341
-1.015,0.114494,0.27807
-1.0535,0.182508,0.265453
-1.0718,0.129855,0.260114
-1.0898,0.136914,0.254419
-1.1071,0.142703,0.248956
-1.1243,0.15034,0.24351
-1.1568,0.207367,0.23287
-1.1722,0.163836,0.22838
-1.1871,0.170064,0.223672
-1.2012,0.175289,0.219224
-1.215,0.182009,0.21486
-1.228,0.187121,0.21076
-1.2524,0.231211,0.202774
-1.2638,0.199546,0.199458
-1.2741,0.203402,0.19622
-1.284,0.209318,0.193093
-1.293,0.21359,0.190263
-1.3015,0.218996,0.187582
-1.3091,0.223053,0.185196
-1.3224,0.248102,0.180854
-1.3281,0.231755,0.179221
-1.3327,0.234706,0.177789
-1.3368,0.239373,0.176501
-1.3399,0.242352,0.175542
-1.3441,0.251869,0.174187
-1.3451,0.247849,0.173943
-1.3452,0.25055,0.173931
-1.3446,0.253708,0.174137
-1.343,0.25576,0.174666
-1.3408,0.258884,0.175377
-1.3339,0.248739,0.177669
-1.3291,0.259396,0.179141
-1.3237,0.26181,0.180865
-1.3174,0.26312,0.182881
-1.3104,0.264862,0.185114
-1.3024,0.265471,0.18767
-1.284,0.235727,0.193734
-1.2736,0.262742,0.196847
-1.2625,0.263472,0.200378
-1.2506,0.263694,0.204165
-1.2378,0.263385,0.20824
-1.2242,0.263162,0.212566
-1.2097,0.262401,0.217178
-1.1784,0.210454,0.227472
-1.1614,0.2546,0.232533
-1.144,0.254496,0.238053
-1.1257,0.252639,0.24387
-1.1066,0.250845,0.249937
-1.0866,0.248492,0.256292
-1.0658,0.246195,0.262899
-1.022,0.172523,0.277292
-0.9988,0.233678,0.284174
-0.9753,0.231979,0.291624
-0.951,0.228523,0.299338
-0.9261,0.225448,0.307239
-0.9001,0.220548,0.315499
-0.8735,0.216922,0.323937
-0.8182,0.123035,0.342101
-0.7891,0.198971,0.350726
-0.7601,0.196512,0.359909
-0.7303,0.191073,0.369365
-0.6999,0.185992,0.379008
-0.6685,0.179386,0.388976
-0.6366,0.174053,0.399091
-0.604,0.167849,0.409432
-0.5708,0.161692,0.419961
-0.5022,0.0437808,0.442489
-0.4669,0.138488,0.452917
-0.4319,0.134116,0.463996
-0.3958,0.125179,0.475454
-0.3594,0.118437,0.48699
-0.3223,0.110206,0.498757
-0.2847,0.102325,0.510677
-0.2077,-0.0304444,0.535957
-0.1682,0.0748284,0.547619
-0.0904,-0.05527,0.573127
-0.0509,0.0519336,0.584772
-0.0117,0.0450404,0.597181
0.0281,0.035168,0.590729
0.0682,0.0259752,0.577492
0.15,-0.116085,0.55064
0.1915,-0.0042508,0.538407
0.2324,-0.0115604,0.525467
0.2736,-0.0217948,0.512411
0.3149,-0.0316144,0.499327
0.3565,-0.0422604,0.486144
0.4399,-0.1861,0.458784
0.4822,-0.0731888,0.446316
0.5242,-0.0827856,0.43302
0.5666,-0.094732,0.419581
0.6096,-0.10757,0.405948
0.6528,-0.119422,0.392261
0.707,-0.16609,0.374845
0.784,-0.253026,0.349941
0.8279,-0.165817,0.336785
0.8711,-0.175842,0.323119
0.9144,-0.188459,0.309402
0.9576,-0.20063,0.295721
1.0007,-0.212952,0.282072
1.0852,-0.358393,0.254372
1.1262,-0.240598,0.24237
1.1652,-0.247059,0.230063
1.2032,-0.256472,0.21805
1.2402,-0.265832,0.206353
1.3108,-0.385996,0.183232
1.3444,-0.287093,0.173427
1.3759,-0.292597,0.163497
1.4063,-0.301002,0.153894
1.4353,-0.308343,0.14474
1.463,-0.315835,0.135996
1.4892,-0.322532,0.127732
1.5141,-0.329668,0.119874
1.5595,-0.406486,0.105031
1.58,-0.342206,0.0991013
1.5984,-0.34598,0.093321
1.6153,-0.351321,0.0880022
1.6307,-0.356424,0.0831584
1.6445,-0.360962,0.0788237
1.6567,-0.365229,0.0749958
1.6673,-0.369218,0.0716746
1.6763,-0.372923,0.0688603
1.6894,-0.394601,0.0646183
1.6934,-0.374874,0.0635573
1.6957,-0.377017,0.0628672
1.6963,-0.378822,0.0627156
1.6953,-0.380604,0.0630686
1.6926,-0.381734,0.0639622
1.6825,-0.364244,0.0673285
1.675,-0.377244,0.0696452
1.6659,-0.377288,0.0725637
1.6554,-0.377609,0.075921
1.6431,-0.376322,0.0798575
1.6294,-0.375899,0.0842284
1.614,-0.374175,0.0891445
1.5972,-0.373004,0.0944972
1.5787,-0.370519,0.100395
1.5372,-0.299368,0.11406
1.5144,-0.356965,0.120858
1.4902,-0.353886,0.128555
1.4648,-0.351065,0.136627
1.4378,-0.346616,0.145215
1.4096,-0.343015,0.154174
1.3488,-0.23845,0.174168
1.3162,-0.321795,0.183856
1.2831,-0.318807,0.194351
1.2485,-0.312381,0.205344
1.2128,-0.306792,0.216676
1.1756,-0.299555,0.228492
1.1375,-0.293785,0.24058
1.0574,-0.155994,0.2669
1.0155,-0.266276,0.279307
0.9735,-0.26147,0.292612
0.9302,-0.252631,0.306356
0.886,-0.244635,0.320376
0.8405,-0.234997,0.334817
0.7943,-0.226834,0.349466
0.6986,-0.0619888,0.380896
0.6492,-0.193606,0.395496
0.6,-0.186766,0.411074
0.5498,-0.175925,0.426997
0.4989,-0.16564,0.443134
0.4471,-0.154369,0.459561
0.3946,-0.143347,0.476205
0.3412,-0.131332,0.493139
0.2324,0.0556984,0.528853
0.1771,-0.09445,0.545158
0.1222,-0.0851588,0.562537
0.0668,-0.072846,0.580095
0.0107,-0.0595688,0.59788
-0.1028,0.135742,0.565357
-0.1602,-0.0204368,0.547961
-0.2168,-0.0106496,0.530053
-0.2736,0.0024048,0.512058
-0.3307,0.0160476,0.493966
-0.3878,0.0290188,0.47588
-0.5023,0.226128,0.438316
-0.5596,0.0682264,0.421461
-0.6152,0.0767072,0.40389
-0.6708,0.0905104,0.386279
-0.7259,0.102934,0.368839
-0.7807,0.116117,0.351489
-0.8348,0.128176,0.334369
-0.8885,0.14127,0.31737
-0.9413,0.152895,0.300667
-0.9934,0.165189,0.284181
-1.095,0.338389,0.250882
-1.1443,0.195926,0.23645
-1.1915,0.203832,0.221547
-1.2374,0.214062,0.207039
-1.2823,0.225171,0.19284
-1.3259,0.235294,0.17906
-1.3683,0.245648,0.165658
-1.4091,0.254644,0.152772
-1.4866,0.38619,0.127395
-1.5231,0.276583,0.116761
-1.557,0.281791,0.106083
-1.5893,0.289808,0.0958888
-1.6489,0.390224,0.0763942
-1.6762,0.305488,0.068478
-1.701,0.309752,0.0606796
-1.7234,0.313926,0.0536391
-1.7608,0.373449,0.0414541
-1.7758,0.316352,0.0372098
-1.7871,0.314661,0.0337144
-1.7959,0.316104,0.0309838
-1.8059,0.328928,0.0277893
-1.8067,0.308715,0.027744
-1.8003,0.293036,0.0299339
-1.7941,0.299572,0.0318931
-1.7862,0.300037,0.0344338
-1.7768,0.300764,0.037445
-1.7529,0.259496,0.0453428
-1.7384,0.29175,0.0497228
-1.7227,0.2919,0.0547226
-1.7053,0.290142,0.0602722
-1.6659,0.222925,0.073249
-1.6439,0.277301,0.0798235
-1.6207,0.275544,0.0871988
-1.5961,0.272808,0.0950221
-1.5424,0.180938,0.112689
-1.5133,0.254971,0.121349
-1.4835,0.252845,0.130804
-1.4522,0.247894,0.140751
-1.3856,0.134216,0.162644
-1.3505,0.227098,0.173049
-1.3146,0.222776,0.184437
-1.2393,0.0944736,0.209178
-1.1999,0.199093,0.220846
-1.12,0.0660932,0.247068
-1.0786,0.177628,0.25931
-0.995,0.0382876,0.286744
-0.9521,0.155616,0.299411
-0.9089,0.149712,0.3131
-0.8197,-0.0028496,0.342393
-0.7738,0.120966,0.355952
-0.7278,0.114377,0.370524
-0.6811,0.105661,0.385331
-0.6335,0.0959752,0.400428
-0.5363,-0.0701196,0.432336
-0.4867,0.0647072,0.446969
-0.4374,0.0574968,0.462577
-0.3373,-0.113574,0.495431
-0.2864,0.0249916,0.51044
-0.236,0.0173556,0.526391
-0.1854,0.0073772,0.542423
-0.0827,-0.169132,0.576129
-0.0307,-0.0273092,0.591453
0.0705,-0.195431,0.57677
0.1208,-0.0532744,0.560601
0.2188,-0.21685,0.528483
0.2675,-0.0797596,0.514173
0.315,-0.0869196,0.499155
0.41,-0.25006,0.467992
0.4572,-0.117928,0.454123
0.5031,-0.125221,0.439614
0.5936,-0.279495,0.409942
0.6382,-0.153268,0.396853
0.6811,-0.159472,0.383304
0.7649,-0.301992,0.355837
0.8057,-0.184375,0.343887
0.8446,-0.189833,0.331609
0.9198,-0.317452,0.30697
0.9559,-0.211196,0.29642
0.99,-0.215976,0.285665
1.023,-0.223368,0.275238
1.0855,-0.32871,0.254775
1.1149,-0.23975,0.246212
1.1422,-0.243478,0.237612
1.1681,-0.249131,0.229441
1.2158,-0.328934,0.21384
1.2374,-0.259904,0.207589
1.257,-0.262852,0.201426
